prenatal;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
63.86;422.27;64.4600939;3.64;13.5;0.4017;41.46;9555.61
69.1;525.72;86.75109596;4.18;6.1;0.5282;50.26;10953.29
78.59;494.25;58.04020101;4.59;10.3;0.4466;38.07;7676.11
53.05;321.61;26.82763246;7.55;16.7;0.4984;35.16;6434.17
80.03;639.98;82.5044284;7.63;6.5;0.4641;54.49;12826.88
35.5;224.12;14.70588235;4.44;31.9;0.549;25.37;3852.92
83.76;384.22;45.05376344;1.68;15.6;0.4442;34.52;6442.22
76.16;383.22;56.78073511;1.52;10.9;0.4573;36.78;10981.37
68.99;576.27;67.98732171;5.26;11.7;0.5846;34.55;7994.99
66.82;422.15;49.12587413;2.9;10.1;0.4386;32.41;6241.89
87.3;490.51;36.56597774;3.29;11.8;0.4012;34.09;11578.08
64.89;269.57;38.61911988;5.1;22.7;0.4339;35.62;6749.85
63.22;336.08;65.8521686;3.84;12.3;0.4529;32.36;6377.11
61.6;319.75;34.46272991;3.91;18.7;0.476;18.94;5803.37
51.85;285.91;54.11646586;7.31;12.6;0.4464;31.63;5336.07
65.41;337.31;44.58174905;1.11;17.7;0.4523;22.42;5696.12
88.04;470.64;78.64583333;7.24;9.7;0.4284;42.11;8874.99
66.33;221.79;35.59928444;6.01;28.6;0.5483;28.29;4599.29
96.67;490.63;52.59515571;0;13.4;0.3792;36.97;13768.82
50.97;457.46;17.79439252;9.02;19.5;0.5723;41.26;10594.85
56.48;706.69;69.07311104;3;8.7;0.5316;39.59;22149.82
69.14;463.37;84.78456014;1.99;14;0.4491;39.9;14933.54
61.99;351.46;0;2.53;19.2;0.5356;32.3;4781.58
78.81;419.52;68.34645669;3.46;17.7;0.5075;32.55;8642.04
56.38;454.1;37.55776751;7.38;18.9;0.6597;34.15;6117.72
54.86;801.73;93.18502321;8.21;3.9;0.5353;58.48;26774.88
64.29;430.76;59.64673913;5.9;11.9;0.4107;34.59;7430.61
74.16;644.38;55.82450832;3.27;12;0.4721;38.43;12101.59
72.11;434.82;77.21854305;13.61;11.1;0.5141;34.86;9848.98
64.36;376.72;35.81952118;2.52;17;0.5094;31.87;6870.74
40.91;339.17;57.27571116;7.51;19.5;0.4885;31.46;6146.87
69.6;515.39;58.49673203;5.93;9.2;0.4544;43.48;6929.51
66.83;501.73;75.35055351;5.42;11.9;0.456;35.92;7429.98
75.83;424.23;6.634485855;5.46;17.4;0.5166;40.6;6573.87
71.05;341.32;59.46935041;3.35;16.4;0.3994;35.63;6985.54
70.72;891.58;57.06521739;3.36;5.7;0.5532;41.62;82589.65
73.68;510.34;50.30120482;2.52;14.3;0.4552;32.53;16872.13
61.11;429.48;29.69018933;5.17;13.9;0.4547;33.37;9916.92
42.06;350.27;45.41233694;5.89;17.1;0.4812;30.74;6173.02
66.23;562.28;63.44941047;6.16;10.3;0.5609;40.24;6462.94
47.25;600.77;73.44364473;9.29;12.6;0.5853;49.04;9509.94
71.7;777.81;93.02202284;11.91;4;0.4893;64.86;26364.91
50.52;800.19;72.68779852;2.84;5.7;0.5748;48.29;10425.32
71.75;603.33;65.78947368;1.93;11.4;0.5427;33.14;17494.2
69.55;552.17;78.66745749;4.9;8.8;0.4237;41.98;8297.89
84.38;484.35;34.2834521;2.71;9.9;0.4184;36.91;6413.33
86.38;481.2;44.74835886;2.1;15.5;0.4013;34.33;5802.84
90.22;604.63;68.07095344;9.3;14.7;0.5328;43.52;7149.15
77.83;743.4;88.25522042;9.5;7.2;0.5655;55.61;24163.17
59.86;633.54;77.67796225;8.16;7.6;0.5297;56.58;34447.53
80.99;667.11;86.56735025;5.77;8.6;0.5126;47.57;13704.88
41.59;356.36;29.63904423;8.86;17.9;0.4635;30.71;6153.95
85.42;653.91;89.03727085;7.54;8.7;0.5047;44.43;12928.23
70.52;443.62;58.14215871;6.5;14.4;0.5058;40.98;7056.42
68.8;649.56;55.27027027;2.31;9.1;0.4949;39.97;14926.38
74.46;713.4;86.25890109;3.86;5.4;0.5044;49.3;13557.91
58.82;244.82;0.500500501;10.35;19.8;0.4951;36.44;4634.58
51.01;337.22;46.85466377;6.83;15.4;0.4113;29.27;5989.44
65.67;955.49;96.12082769;5.31;4;0.5052;61.57;24174
83.73;974.42;96.5277033;5.16;3.6;0.5122;63.48;30275.68
55.25;328.81;67.66109785;7.99;24.9;0.4973;37.02;7546.33
56.8;680.14;71.32477398;5.77;8.7;0.5347;50.01;18036.27
57.04;507.22;59.33420366;8.19;13.4;0.4588;34.67;28518.44
42.78;343.53;1.550387597;7.59;17.7;0.5361;39.11;8833.24
55.41;393.83;80.99374566;8.77;15.3;0.4131;34.03;10849.06
43.09;257.75;8.491182234;9.98;12.8;0.4704;43.35;5261.49
59.25;402.77;73.15996075;11.91;18.1;0.4994;30.13;6513.16
66.94;506.13;66.91729323;1.25;7.3;0.3889;37.81;12739.25
82.78;260.77;0.674536256;10.47;25;0.4576;36.93;5537.84
84.59;894.06;96.17535823;6.62;4.2;0.5186;61.66;32144
60.08;521.08;75.32266391;8.16;8;0.4042;45.92;14410.58
70.75;395.99;10.62366391;9.97;12.9;0.47;42.49;15861.52
58.47;234.2;10.78066914;7.34;24.1;0.5144;29.87;4634.18
63.09;633.27;81.28782002;7.55;7.6;0.4606;53.16;22348.9
55.75;228.5;15.7223796;10.3;26.3;0.4558;29.09;8164.25
60.68;292.16;57.51833741;6.09;20.3;0.4346;36.91;7885
61.29;516.83;56.76657584;9.16;8.9;0.5029;30.71;28100.64
65.03;345.58;34.50171821;3.02;13.6;0.5316;31.41;7135.95
57.71;525.5;81.55085599;7.78;6.1;0.438;46.73;12572.6
55.72;872.59;86.49623795;6.32;5.2;0.5628;59.09;9600.31
79.22;378.98;51.11683849;3.39;13.8;0.4314;37.64;8377.47
53.99;299.91;74.04040404;15.56;17.8;0.5777;30.5;6202.12
55.58;299.54;40.11642622;10.77;21.6;0.4999;32.02;4503.13
67.43;411.64;52.90102389;2.07;11.6;0.4741;34.48;9628.98
73.4;410.73;53.0789826;8.09;12.6;0.4983;41.05;6655.05
77.85;323.93;60.60090703;5.99;21;0.5019;30.09;5825.49
76.77;653.29;83.35256305;5.11;8.5;0.4941;43.69;15265.02
67.04;503.51;70.74918567;6.79;12.5;0.523;40.33;14948.58
76.98;439.73;15.70881226;2.16;6.5;0.436;37.75;6911.82
61.37;486.47;43.11413762;3.78;13.7;0.5101;36.48;7853.86
63.72;485.14;31.23927223;3.51;15;0.5275;40.85;11241.15
54.2;372.33;38.14077025;4.65;19.5;0.4892;36.09;7272.22
61.22;648.15;58.57875163;5.44;13.2;0.5291;48.88;7961.69
80.85;629.41;44.17030568;2.95;6.9;0.4925;41.74;11469.41
62.92;407.63;50.06518905;6.98;16.6;0.5305;36.74;7397.27
72.27;585.93;23.31380297;8.16;7.2;0.4705;51.52;175120.76
63.27;480.05;64.02116402;5.86;14.1;0.5323;40.45;6782.91
73.17;678.33;75.72880786;9.27;7.7;0.5091;57.82;34675.5
42.55;477.16;62.65993266;5.52;9.7;0.4588;46.68;11906.54
68.27;502.06;73.39822441;7.71;12;0.4909;47.51;9547.54
54.42;507.24;53.73111076;7.02;15.1;0.5253;43.71;10635.32
58.69;459.22;46.10463788;6.58;15.5;0.4508;42.35;10689.59
51.75;577.03;77.63074984;6.18;8.5;0.4885;56.46;8050.81
63.98;396.28;23.45360825;1.41;18.9;0.4909;35.58;11229.62
44.44;750.81;86.51509805;7.77;5.8;0.5301;55.25;14223.2
56.97;593.92;75.94040692;8.34;6;0.4728;53.08;14062.55
79.97;631.45;61.56564284;2.99;8;0.4586;48.05;10992.8
53.32;775.72;82.3436766;5.88;7.9;0.5177;52.99;16411.06
61.36;419.01;18.74557887;11.44;14.7;0.5262;45.52;17198.47
58.06;553.57;36.03305785;4.24;12.6;0.5165;37.36;9499.16
53.77;376.39;32.28346457;2.76;15.7;0.5208;33.18;8153.69
72.27;543.44;27.66153846;1.66;10.7;0.4875;33.25;10581.18
50.58;389.46;52.54978145;2.93;18.1;0.5148;36.93;8338.66
44.49;399.09;41.67105263;6.71;20;0.4965;37.76;11241.65
63.33;642.09;31.22767437;7.03;9.1;0.5;47.64;16133.75
58.02;505.24;33.07508939;1.66;11.5;0.4614;40.86;8646.21
45.2;584.13;70.48865816;6.43;11;0.5229;47.74;8564.23
73.3;799.3;52.10761257;8.57;6.6;0.5923;54.71;10065.93
65.31;453.74;52.51302267;4.05;17.2;0.4602;31.94;8432.74
79.83;748.25;74.55124493;7.53;7.4;0.5649;48.3;17415.93
54.3;352.25;37.43037505;4.62;19.8;0.4733;30.98;8561.45
70.6;657.76;38.99184581;3.9;6.5;0.4586;47.3;12869.62
60.2;478.78;32.63129103;2.02;18;0.5125;31.77;8998.2
74.54;516.86;20.97571459;2.77;13.7;0.4341;43.6;10032.69
40.42;410.34;12.6478423;7.24;11.7;0.464;38.21;26014.12
75.24;605.28;24.81470501;1.75;9.8;0.4683;40.92;9539.78
46.17;490.62;53.08656167;2.07;13.6;0.5007;37.97;8517.75
73.88;534.49;48.98098755;8.5;13.4;0.5677;40.19;16044.68
73.62;563.14;71.11174296;5.73;12.6;0.5389;44.4;7222.1
80.08;824.82;80.24144869;7.39;6.8;0.5547;54.81;13236.2
78.71;406.09;34.5915493;0.96;12.3;0.4755;29.5;7492.87
76.17;704.03;61.43636667;7.75;9.1;0.5243;52.12;19180.93
62.12;411.61;60.15106432;6.86;19.6;0.5284;35.8;6412.32
42.09;519.27;44.64403273;8.54;10.7;0.5311;46.19;13813.62
71.57;671.42;16.90885073;3.34;9.6;0.4977;41.92;13956.43
61.72;508.97;56.73320214;3.47;12.7;0.3896;38.44;12882.14
55.91;517.38;45.09309309;3.59;12.3;0.4987;39.95;9682.69
65.45;540.92;71.09170306;6.27;17.2;0.5257;38.71;14992.98
64.25;366.95;61.20365395;9.2;19.7;0.489;39.09;12487.69
70.12;414.05;30.44175276;4.28;13.3;0.5205;33.28;8846.6
69.75;520.82;45.98786244;8.47;11.1;0.5216;45.52;6998.34
65.05;584.21;57.80816213;5.18;11.8;0.4865;48.1;11941.83
72.2;447.51;36.30788102;5.57;17.2;0.504;39.25;6539.77
30.71;424.93;45.91765527;9.64;17.8;0.4702;38.12;8906.64
38.82;494.7;73.82008875;6.35;15.6;0.4991;38.89;19093.87
49.96;609.2;58.17675713;7.77;6.6;0.5089;53.24;10628.71
58.42;382.03;69.70509383;13.08;21.9;0.5279;41.75;9229.37
43.39;408.37;26.4768252;8.56;17.1;0.4958;37.69;155839.92
78.87;539.06;32.66800952;2.66;13.5;0.4989;37.09;10965.39
47.39;582.66;43.62083219;6.38;8;0.4892;43.31;8879.28
70.42;417.78;7.002360346;4.36;12.5;0.5672;30.13;9608.65
81.13;592.68;26.22740294;1.2;11.8;0.5041;33.5;16561.86
77.47;700.06;49.609488;2.47;9.6;0.4964;45.07;10717.41
69.16;544.36;39.82615567;5.46;10.8;0.4923;39.78;11749.82
79.43;783.89;68.38923557;4.14;10.6;0.6072;44.59;9438.33
47.05;507.91;64.14987227;6.43;12;0.5254;43.64;7936.68
67.39;682.37;54.46284268;9.18;9.6;0.5773;55.16;10899.44
60.55;548.92;28.95785877;1.56;10.2;0.4206;37.21;7956.07
65.14;680.02;81.46711042;9.47;5.5;0.491;59.76;31038.46
72.83;437.41;44.05755396;9.53;13.2;0.5027;38.88;13502.08
53.37;478.18;17.95319595;3.59;12.5;0.4515;35.85;10657.83
82.09;742.78;60.62282643;2.95;7.7;0.5322;48.84;14535.58
59.3;490.88;66.93096522;9.07;7.9;0.4502;46.99;15040.83
72.99;444.5;24.07142857;2.49;14.2;0.4855;39.69;12800.94
77.75;560.15;33.38074917;2.18;13.5;0.522;36;14048.86
62.11;1190.67;80.08433296;6.88;3.6;0.5681;70.07;16832.91
75.24;1820.97;96.74238585;6.82;2.5;0.6124;77.63;76172.11
79.1;760.36;65.74122577;8.19;5.1;0.5293;53.42;60034.14
69.04;495.56;77.46234067;4.19;10.6;0.4521;50.81;8947.85
45.7;657.25;17.56360488;10.43;6.9;0.5495;54.22;11292.93
70.13;560.51;32.91428571;9.55;6.8;0.487;45.56;17151.8
57.51;794.15;18.43098091;5.98;4.9;0.5462;56;46769.29
56.01;695.95;70.98034837;10.3;4.1;0.4808;61.12;12887.65
69.59;700.64;65.54067235;9.88;4.4;0.5234;58.86;14632.47
82;684.8;80.28049449;8.47;4.2;0.4892;56.72;18027.24
38.96;458.59;72.74518284;9.93;5.1;0.4606;52.16;9518.96
65.71;620.12;45.13765804;3.32;9.9;0.4951;35.38;14066.05
61.72;704.66;79.54740271;8.93;10;0.5709;53.5;11485.79
55.73;799.3;51.12628905;9.23;4.8;0.5579;58.87;35181.3
61.64;589.48;49.52348918;9.72;7.6;0.5077;50.31;17018
68.19;495.56;56.11665688;7.42;13.6;0.4756;44.57;10810.84
75.8;604.45;61.31052758;12.12;7;0.4413;50.92;83790.48
71.71;535.42;79.19517103;10.7;7.7;0.4427;48.67;15634.97
73.32;653.81;42.54016403;10.17;6.8;0.5756;54.09;54585.91
57.06;632.34;65.74809279;3.59;9.3;0.497;48.91;28414.57
77.36;448.88;43.40107452;8.26;13.9;0.4698;39.65;9491.9
44.46;544.15;66.60860477;7.71;8.5;0.4818;50.16;22524.13
70.63;742.57;29.11480547;8.15;6.1;0.4967;55.84;48553.04
65.05;605.92;57.28980322;9.74;7.6;0.4924;53.53;8722.84
55.94;719.73;79.72133879;6.37;5.3;0.4826;55.54;10325.82
48.02;533.48;24.0495635;3.73;11.8;0.453;37.5;14575.11
54.39;555.28;77.15302967;10.79;4.8;0.4875;55.77;30988.72
71.38;515.02;32.15748748;12.82;5.9;0.4607;55.05;11139.89
57.18;575.83;46.81405247;12.65;8.5;0.5232;50.67;9425.81
62.7;765.45;33.32453826;13.48;4.3;0.567;63.67;10329.69
57.28;565.2;40.44539195;11.05;6.4;0.4967;50.78;10029.39
59.43;586.9;68.59038632;11.81;5.6;0.5004;54.74;39278.76
74.02;588.08;68.38220217;8.2;10.3;0.4775;46.22;9551.35
44.84;593.57;70.5484598;7.23;10.9;0.5004;47.72;11271.32
63.12;664.25;85.87536906;6.81;7;0.4913;52.71;14695.1
73.15;754.07;66.95132365;7.77;7;0.5223;57.49;48972.54
30.2;386.61;60.23795276;10.92;7.4;0.4578;45.81;9601.68
61.83;444.67;66.6388309;10.62;14.1;0.4778;41.89;10279.42
74.14;1047.01;67.72312752;7.2;4.1;0.5664;65.19;54506.29
51.61;560.84;91.22276029;8.33;8.9;0.5203;49.8;15752.34
72.66;547.5;48.07938177;11.32;6.2;0.5082;53.27;9086.39
58.16;795.39;23.34577536;7.31;4.2;0.5321;59.69;25779.53
67.44;868.95;12.38028498;7.71;4.9;0.5098;63.91;12905.87
74.38;641.39;42.35446733;10.27;6;0.4938;59.67;10016.4
51.79;607.27;87.46775135;10.11;3.5;0.4919;63.63;9106.79
60.6;786.18;34.10619894;9.36;7.5;0.5602;55.16;13431.94
79.32;604.34;84.14365991;9.75;10.6;0.5084;55.31;9586.51
59.38;646.66;70.84424743;7.63;9.9;0.5233;53.59;10217.22
55.87;716.24;96.08623352;9.78;2;0.4805;69.09;10601.62
81.1;1951.11;87.00756927;6.22;2.3;0.5983;77.51;23000.36
67.68;880.31;66.33086731;3.7;5;0.5153;53.6;15574.35
44.9;549.14;77.97418065;10.69;4.3;0.5141;57.79;11926.63
63.54;556.34;77.03455964;9.53;4.9;0.4718;57.7;10570.05
59.89;590.83;79.8160131;8.66;5.3;0.5081;51.46;12950.95
77.34;716.24;16.93717277;4.53;7.8;0.5375;49.15;16859.88
51.76;551.03;38.14046488;6.05;13;0.5702;38.1;10395.01
75.3;891.61;71.84875258;6.67;3.9;0.5675;55.34;23868.57
79.09;624.47;88.7966221;10.5;6.3;0.5378;54.93;9146.39
93;625.68;67.29994967;9.38;8;0.5351;53.09;39770.04
61.9;608.21;74.18283517;10.86;11;0.572;47.16;10594.74
89.39;572.83;90.70377092;10.15;6.2;0.4234;52.39;290518.57
81.47;528.91;79.92518703;6.94;5.4;0.4256;49.35;14554.46
28.27;455.44;68.73652539;11.22;5.3;0.4584;51.43;12108.71
85.67;602.35;74.13294798;11.42;8.9;0.5402;49.48;153785.14
80.21;891.18;91.09281437;7.88;4.1;0.5319;64.64;53579.45
59.68;606.98;57.48645973;8.72;6.8;0.5023;52.1;15427.06
79.82;596.28;52.36449618;4.63;10.1;0.5228;41.33;11392.8
65.6;494.09;61.39720559;5.42;7.8;0.4658;44.48;38858.01
66.48;1024.7;28.56112618;8.23;3.3;0.5366;64.65;57927.17
65.94;1421.76;90.93084691;7.1;2.7;0.6391;70.04;30100.57
36.75;509.63;48.41132293;7.44;13.5;0.4933;40.07;12065
63.58;645.02;79.93192245;6.21;8.2;0.5226;51.04;13649.25
76.9;353.99;1.481810773;9.96;18.4;0.521;35.1;14904.54
75.09;557.37;71.44976189;4.87;9.3;0.4773;47.35;11395.44
72.93;640.71;68.28299814;9.85;3.6;0.461;62.18;10343.57
76.37;542.22;23.50174052;7.35;10.4;0.5102;42.06;106413
47.13;568.72;90.26992201;9.13;3.4;0.462;58.97;10522.12
84.19;388.96;52.297593;5.4;14.8;0.4652;35.34;10535.2
71.82;512.67;19.9815413;6.11;11.5;0.4835;36.61;31946.77
56.47;697.89;46.01160653;10.35;6.2;0.5165;56.15;10705.97
56.79;419.42;40.36996736;3.66;15.8;0.4289;36.81;11139.13
47.08;544.48;64.66990466;5.07;8.9;0.511;42.15;23024.79
45.08;647.46;20.25278102;10.19;5.8;0.5383;54.85;12743.89
54.55;585.83;58.26187335;10.85;5.8;0.4835;55.3;10903.98
55.25;456.5;38.98406078;11.36;12.3;0.5072;39.37;9017.53
71.06;473.13;18.78572837;1.49;14.7;0.4743;26.12;12892.29
56.44;416.43;55.8707807;10.49;8.6;0.4615;40.46;9457.72
68.91;831.34;34.71607601;6.72;6.5;0.5696;52.16;16880.59
46.7;506.49;25.31221444;4.76;14.3;0.5204;37.14;8905.17
59.46;707.8;79.03600465;9;5.5;0.5315;58.26;22383.82
64.83;667.19;70.94068822;8.27;5.9;0.5243;57.08;13736.86
53.29;416.1;61.0799439;8.03;12.4;0.4446;38.49;10130.01
79.12;674.66;46.86396959;7.14;7.3;0.531;55.22;11761.25
82.25;904.83;95.78801286;8.1;3.1;0.514;65.99;35573.37
93.68;963.25;94.49152542;5.92;5.8;0.5151;60.75;16515.8
77.46;640.44;86.41666667;6.42;7.8;0.4111;43.23;28922.46
64.9;625.51;89.60631515;6.59;8.3;0.4804;46.9;19048.9
73.02;846.96;79.28970471;6.49;5.3;0.5305;56.08;29900.07
81.81;703.69;89.47274352;3.59;5.9;0.4612;51.68;11412.31
74.74;797.97;57.99037948;2.87;5.8;0.4948;55.43;31811.77
80.65;1568;97.47474747;7.08;1.5;0.5438;74.14;21129.89
89.63;627.75;93.28482942;7.36;5.2;0.4306;56.04;27189.78
74.38;551.24;52.45901639;8.59;5.6;0.4449;48.15;19191.09
82.38;553.23;81.89910979;7.3;10.5;0.3639;48.99;12167.75
85.17;612.33;70.24513948;5.23;9.5;0.4243;41.52;37432.01
89.1;727.45;87.26153846;4.47;6;0.4467;48;23710.86
79.82;541.25;76.65454545;5.1;8;0.3638;40.75;14338.43
85.32;740.83;78.05416249;11.11;4.6;0.4285;62.93;106342.05
91.07;623.12;67.78711485;5.02;8.1;0.4169;45.49;16727.82
87.18;660.23;83.51974127;6.62;6.2;0.4657;55.03;9963.52
73.23;506.46;89.72332016;7.19;13.7;0.3867;44.11;8723.76
89.19;707.58;86.59340659;6.32;9.6;0.5333;52.68;12459.01
87.06;1133.46;98.02040213;5.2;2.6;0.4693;64.26;31615.46
72.3;651.51;98.7747958;10.85;6.9;0.3972;52.76;19857.63
85.71;683.18;84.86842105;3.49;8;0.4367;47.05;10959.64
89.75;1002.82;82.37613161;5.16;4.5;0.4977;58.18;30734.29
85.89;820.25;74.9636099;7.65;6.2;0.5326;52.46;18513.46
76.89;907.91;84.27544248;6.5;6;0.5204;58.11;19765.8
80.99;595.94;71.38802157;4.85;5.8;0.4496;48.06;23111.6
78.62;549.16;73.58916479;4.06;6.9;0.4241;48.28;20788.36
79.22;558.65;82.06239168;3.51;6.1;0.4225;51.82;11140.25
76.57;752.06;95.52354249;5.13;3;0.4861;62;12370.6
88.1;608.31;81.19768191;3.23;14.1;0.4716;41.73;12341.42
81.57;483.31;52.18080888;7.62;7.6;0.5556;49.01;12294.96
80.36;685.39;53.42243823;7.52;6.3;0.4695;48.67;87931.48
85.36;993.33;96.92480285;5.85;3.7;0.54;63.18;19285.5
87.61;835.01;28.29131653;6.93;5.1;0.5332;55.33;11121.96
89.47;717.31;90.60036386;5.4;5.6;0.4301;50.36;15506.06
71.54;530.51;71.66929963;2.48;7.8;0.3922;44;17951.37
74.4;410.83;45.47738693;6.45;8.6;0.3981;43.74;11966.44
86.66;1061.45;97.60436364;6.97;3.3;0.5039;68.32;23478.74
86.4;910.26;96.8871274;7.29;4.4;0.4815;61.54;21826.56
76.6;509.28;58.63141524;6.54;15.3;0.4082;46.37;25292.14
78.28;692.79;72.00300639;3.77;6.8;0.4514;46.88;17135.34
66.53;384.13;63.95563771;6.81;7.1;0.4597;50.24;9278.1
79.76;559.6;96.79656539;6.98;11.5;0.3658;42.1;9176.38
93.47;747.52;94.42586399;5.73;7.9;0.403;45.29;108967.3
79.65;810.8;87.4174642;6.94;5.9;0.4709;54.49;12249.1
74.29;873.71;56.28382161;9.29;4.7;0.5769;61.45;27310.09
92.47;590.7;71.07438017;6.02;11.6;0.4651;44.26;12895.13
87.43;945.04;96.04962875;6.52;3.8;0.504;67.62;14273.52
73.52;1020.29;52.13151514;5;4.9;0.5512;56.24;24191.21
88.1;820.21;88.58292735;4.09;7.5;0.4741;54.61;14218.44
55.56;511.25;66.06914213;7.24;7.2;0.4875;48.17;14344.37
66.09;558.86;93.93939394;8.39;7.7;0.4415;47.29;13053.02
75.88;847.72;92.74036813;4.5;4.6;0.4795;58.28;15434.44
84.62;777.11;92.86624204;3.87;3.6;0.3665;57.66;22317.13
84;586.3;85.98726115;10.37;11.2;0.3839;56.8;6888.16
82.85;828.6;90.95532147;1.89;6.3;0.4387;51.57;17002.83
79.29;586.07;77.09412123;6.42;7.9;0.5145;47.99;9685.03
77.72;532.12;54.24390244;2.92;9.3;0.4772;40.24;9862.66
79.54;527.94;86.00682594;7.21;9;0.4129;41.9;10093.92
88.13;771.49;94.64571657;3.5;5.7;0.4305;50.44;18631.24
67.77;903.18;97.77181208;5.52;4.8;0.454;58.02;22978.78
73.22;364.58;21.7059198;5.44;12.2;0.5492;37.5;7293.79
54.56;387.49;31.32279534;3.61;17.3;0.5043;33.17;6655.24
83.01;906.32;95.27696309;5.84;4.3;0.4893;62.14;17772.69
68.23;655.94;96.09031491;7.24;6.8;0.4084;45.97;11451.24
82.74;1038.11;90.95277894;9.01;4.1;0.6201;61.54;115275.36
85.25;601.88;86.74015748;6.57;6.6;0.4175;54.16;17725.67
82.37;888.38;95.33258174;5.37;4.4;0.5;56.1;19945.76
76.57;1141.43;97.31422071;5.87;3;0.5596;66.78;21584.61
77.6;865.12;95.55443081;7.3;4.6;0.508;59.53;41381.61
88.95;641.17;91.64733179;13.98;7.2;0.3847;53.67;31247.49
82.62;673.1;90.29487547;5.05;5.2;0.456;49.35;13284.51
50.9;727.67;30.34534948;6.99;5.6;0.4924;54.39;15830.51
92.24;812.83;91.30434783;3.56;7.6;0.4309;54.85;12834.36
82.16;797.41;96.58733722;3.52;4.5;0.4286;59.59;15007.7
60.42;654.17;60.35714286;7.6;8.6;0.5377;48.64;10079.55
88.88;579.16;90.74475777;6.02;9.3;0.4439;42.23;12455.78
94.16;795.08;92.47961341;3.47;5.9;0.4343;51.59;16617.54
73.53;601.12;60.87231353;4.9;7.8;0.4729;44.43;13110.8
83.88;878.88;81.45057331;8.13;5.5;0.4937;58.39;27102.87
69.31;599.27;75.08989866;4.8;6.2;0.4914;49.85;14151.14
78.11;342.68;64.07669021;11.05;12.1;0.4456;44.73;8507.19
80.43;676.11;78.24267782;2.32;9;0.4002;49.69;40546.42
84.94;708.05;89.41082803;5.34;6.7;0.3879;49.21;24219.34
78.23;659.84;87.0548806;4.2;8.7;0.4279;45.54;15768.75
85.44;523.27;87.16119829;7.9;8.2;0.3993;43.6;21092.66
84.62;1051.31;92.41156148;6.89;4;0.556;64.39;22466.26
79.45;939.3;78.86127994;5.88;4.4;0.5271;60.91;18875.61
78.96;722.21;85.83123426;3.89;8.5;0.4327;48.4;9639.55
92.21;628.13;82.86066584;5.81;11.1;0.3982;44.43;61059.99
77.06;777.29;95.42678152;1.84;4.3;0.4451;52.56;12015.95
84.12;711.01;89.80409617;5.9;6;0.4204;49.65;18270.62
63.46;424.66;75.81640058;4.52;9.7;0.513;40.06;15959.39
93.08;753.97;87.76493256;6.86;8.4;0.4469;54.61;16721.47
91.74;815.22;82.01019665;4.5;4.4;0.4663;48.46;67341.51
63.16;501.14;85.72463768;3.21;10.5;0.405;44.69;38662.42
72.62;685.66;75.91737342;7.89;6;0.4225;52.29;29074.53
92.2;856.31;80.56293791;8.41;3.5;0.5105;64.66;28153.85
70.12;754.45;85.85134539;8.93;3.8;0.5284;63.47;12579.24
84.76;624.02;63.50377789;6;7.1;0.5006;44.34;12032.5
52.16;653.4;88.3364486;6.42;6.4;0.4757;50.02;14839.58
71.43;552.58;68.70503597;7.42;12.9;0.3816;50.58;12022.03
72.39;787.38;85.47479438;9.28;3.8;0.4801;63.77;21878.69
74.41;494;39.02589396;6.04;11.2;0.4635;42.97;18984.3
85.58;610.09;70.31501375;8.54;4.9;0.4904;54.58;85809.54
66.55;468.5;55.35756431;10.52;9.3;0.4837;45.53;18489.82
86.92;674.26;93.33333333;5;8.7;0.4073;47.09;12057.39
84.06;593.36;86.54459703;4.3;5.5;0.4036;48.05;12229.69
83.85;516.85;75.1659292;9.32;8.2;0.4945;43.39;16417.93
82.05;1320.21;86.19195562;6.26;3.2;0.5782;65.91;33967.4
66.53;757.57;65.10611167;9.19;4.2;0.4352;62.55;13173.09
60.14;859.92;77.5298972;3.84;3.8;0.5914;50.98;12803.52
87.9;499.45;76.6442953;5.01;9.5;0.4379;45.05;18298.26
48.91;531.63;61.49877817;5.12;7.5;0.501;51.58;9200.97
65.94;434.22;74.52282158;11.88;5.9;0.4337;52.91;8262.64
87.25;618.77;91.8095832;6.58;5.4;0.424;53.46;16707.56
72.73;831.88;84.44700461;2.11;9;0.4814;55.53;20578.33
69.94;474.95;84.89326765;7.05;8.9;0.4056;43.71;8587.34
75.48;531.2;79.19117647;7.89;7.7;0.5011;49.39;13656.12
81.17;521.29;54.54198473;6.37;6.1;0.4022;44.87;10650.15
76.37;800.99;85.93794681;5.4;4.3;0.4759;53.23;22551.2
78.05;746.56;56.05310954;7.14;4.6;0.5202;60.25;13344.23
64.81;654.85;81.18830116;8.98;4.5;0.4965;58.91;9279.11
87.85;589.7;79.55974843;5.52;9.7;0.4361;46.76;12252.72
75.88;700.14;88.25286807;6.51;5.4;0.5122;57.53;18826.12
80.53;548.03;64.39665472;3.79;8.2;0.4352;46.56;15251.13
74.78;568.34;73.06791569;7.15;8.6;0.4803;51.53;42784.35
92.01;928.94;97.97297297;4.77;4.8;0.4651;61.03;19912.45
90.2;768.15;89.86154533;3.74;9.5;0.4317;47.35;13298.94
81;831.19;77.66730402;4.34;5.5;0.4362;54.56;15451.2
68.86;655.56;88.15979754;5.09;6.1;0.4352;52.21;23517.57
88.61;887.21;93.8730315;4.4;3.8;0.4199;60.29;71051.61
82.8;680.03;65.83128217;5;4.8;0.438;45.62;15424.8
89.87;691.05;80.80670746;6.34;6.9;0.4061;51.58;13866.73
