prenatal;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
81.62;499.87;75.22045855;2.68;10.8;0.4161;37.21;12341.66
87.26;595.11;66.84847048;4.5;5.9;0.4702;44.3;19145.1
92.53;670.38;83.84808968;6.42;4.6;0.5114;50.64;20256.53
68.58;459.94;60.6124604;6.07;17.5;0.5689;33.88;6174.84
56.81;351.36;15.06269337;8.82;20.2;0.514;35.55;7237.53
86.79;712.39;69.33212176;4.16;6.9;0.4603;44.57;19635.27
84.28;582.39;70.45520023;3.19;10.5;0.454;45.28;10160.24
80.58;551.83;55.7544757;5.27;9.6;0.4851;44.02;13830.33
54.84;485.8;59.27130774;6.46;8.9;0.4099;37.93;53949.2
83.47;906.11;96.35067114;6.94;4.4;0.5678;55.92;31019.97
49.93;836.25;94.17300986;6.38;3.8;0.4924;54.28;17460.78
59.39;356.69;29.09090909;2.75;14.4;0.478;29.26;4939.76
40.73;257.53;37.28545022;13.45;21.1;0.5079;29.71;4721.48
54.47;420.77;53.48837209;4.86;17;0.5219;26.64;8553.15
66.7;811.79;93.12092463;6.15;8.3;0.5093;51.35;20841.27
83.91;523.77;50.40344271;6.82;4.3;0.5362;48.35;6610.75
60.02;745.87;88.14794816;4.98;8.4;0.4713;52.62;19068.87
82.99;613.41;35.31655225;6.32;6;0.5592;45.87;14808.72
59.47;568.36;34.56263899;4.93;10.5;0.5582;37.63;6334.2
68.33;316.27;44.70304976;7.35;28.1;0.4899;30.41;5687.33
85.38;550.96;56.49740104;3.46;10.7;0.4124;34.07;10344.48
63.05;699.32;84.54507102;1.98;6.7;0.4326;45.52;13126.2
63.98;492.21;70.15765766;6.72;9.2;0.4164;38.89;15258.12
52.73;374.87;13.52743561;5.73;16.6;0.4676;37.24;9087.05
40;338.38;42.28187919;5.46;22.5;0.4841;30.4;5698.38
69.89;460.6;12.5584684;10.19;13.7;0.5405;48.48;7854.37
42.03;354.94;13.17437518;8.3;17.5;0.5663;45.33;5476.07
77.25;538.73;62.3609923;4.1;6.8;0.3723;46.66;11815
65.41;252.01;0.259965338;5.03;21.1;0.4662;35.06;4257.05
80.51;396.91;43.25609031;6.29;6.9;0.481;33.96;14077.61
64.79;308.49;22.4;6;22.8;0.4589;34.17;4302.31
62.07;344.47;55.52533993;5.53;17;0.5044;25.75;6132.69
65.86;342.69;1.181744091;9.66;17.6;0.4802;38.22;6111.57
51.04;1001.78;21.33417244;4.6;8.9;0.7832;32.78;11555.19
37.41;370.1;33.12227381;6.7;25.3;0.5509;32.64;5327.77
57.85;497.88;75.38461538;4.29;9.3;0.4862;31;8290.52
31.58;276.19;59.88400193;9.89;28.7;0.5385;28.25;5120.59
61.47;362.74;24.77558348;7.66;19.2;0.4999;27.18;9011.71
64.65;712.11;92.93517515;9.62;3.9;0.496;59.24;20610.09
48.21;551.23;73.15832166;6.7;9.1;0.5073;47.53;15623.48
40.83;433.62;27.26537217;3.29;16.6;0.5314;31.23;8195.3
63.6;360.95;63.02828619;7.41;22.3;0.5163;34.41;4816.17
33.33;323.88;30.74235808;7.54;18.7;0.4157;37.29;4858.24
42.34;323.21;31.79012346;9.42;22.3;0.4902;28.35;7049.46
59.7;228.27;28.91466446;14.8;29.2;0.4621;26.19;5052.51
66.45;380.93;57.47126437;5.7;12.1;0.4223;35.87;8547.93
57.44;501.31;47.2972973;8.53;7.3;0.4854;49.98;39599.43
76.5;1036.36;93.62711467;7.59;3.3;0.5655;64.07;16105.53
67.08;333.55;37.78148457;6.89;14.7;0.4324;45.68;7966.7
93.69;1120.19;52.35899255;1.44;6.1;0.6452;36.79;10709.64
39.83;212.24;0.529450695;9.62;22.5;0.5434;35.36;5229.68
38.25;224.73;18.09657759;5.23;28.9;0.5624;25.8;3923.95
63.51;585.17;70.84427767;5.08;11.4;0.5023;43.59;13001.23
79.71;701.7;94.79107041;5.45;7.1;0.4607;48.25;17898.46
44.9;319.31;0.924369748;8.21;15.1;0.4421;37.9;7136.19
51.66;520.68;61.33374121;5.28;6.5;0.5345;32.99;8418.34
71.09;685.48;72.91518175;3.48;9.9;0.5019;37.58;10766.82
53.05;527.12;34.73338203;6.31;12.6;0.5023;39.75;14704.82
71.81;1064.73;40.41566035;5.49;4.6;0.5874;60.77;16116.68
70.41;478.04;40.78968837;3.16;17;0.5123;36.93;9596.85
71.77;584.44;73.53994705;5.99;6.5;0.4933;44.28;9159.51
70.4;381.14;29.58801498;4.39;13.8;0.4569;34.84;5700.04
76.77;579.8;80.88867654;2.46;10.1;0.5139;44.95;7629.57
60.55;361.3;2.070707071;8.98;13.7;0.4577;32.72;24620.51
70.5;882.35;93.03609635;5.52;3.9;0.5103;61.26;15825.12
57.14;645.91;61.68316832;2.89;10.8;0.4631;34.86;9628.17
66.94;333.57;59.95475113;4.88;17.3;0.4129;44.32;5155.55
76.85;604.04;83.80721431;6.67;7.4;0.504;50.18;11107.92
77.97;531.66;69.54997078;4.88;13.3;0.6065;34.17;8295.28
74.44;642.73;70.98937954;6.37;9.9;0.5921;41.14;8669.42
61.68;571.63;55.64339043;10.45;11.2;0.4704;46.26;27589.67
71.46;307.47;0.515021459;6.25;23.2;0.5135;40.13;4060.35
75.06;351.81;27.91556728;1.55;14.8;0.52;26.58;9469.69
55.67;267.93;0.353148911;11.47;18.7;0.5867;31.14;4909.71
69.62;473.31;74.19354839;1.31;10.3;0.4085;38.28;9312.7
64.11;712.98;84.80316314;5.75;8.5;0.503;46.53;16023.2
61.43;345.62;75.74644006;10.88;23.2;0.4852;37.19;5906.41
67.72;691.24;80.78298021;4.79;7.6;0.5218;44.74;18492.47
55.15;497.2;77.22772277;10.31;8.1;0.5208;44.94;11141.77
32.04;342.49;56.6833056;6.99;24.9;0.5399;34.27;5481.98
86;263.97;4.598281961;5.25;28.1;0.4603;26.88;4176.01
75.7;386.07;0.879593432;11.68;24.4;0.6867;36.96;5924.66
68.69;582.04;72.19465807;4.41;8.2;0.5063;42.57;14113.65
65.55;543.9;67.51291513;4.86;12.3;0.4914;42.39;13022.56
70.94;471.35;75.29622178;7.57;14.8;0.5233;40.54;7909.21
61.99;440.44;62.68874817;7.87;8.4;0.3961;38.44;12139.92
63.68;594.94;84.67472358;1.93;8.6;0.404;40.5;8267.06
78.84;439.39;64.73857035;7.02;6.7;0.4863;43.36;7302.83
62.73;632.71;76.77085959;9.59;6.5;0.5116;58.06;51793.94
42.86;341.16;70.18348624;7.13;20.2;0.4673;31.85;6525.02
59.22;541.95;41.88630491;8.55;8.3;0.4741;44.55;6454.9
75.32;478.73;60.72234763;1.23;12.4;0.4235;36.1;7471.58
73.5;396.51;66.72025723;9.61;11.9;0.4115;36.68;6099.1
78.38;364.68;59.33701657;4.68;9.5;0.4586;37.12;7051.32
55.25;572.78;29.23416789;6.33;9.1;0.4535;35.8;14495.03
64.55;374.99;48.68301544;2.44;15.5;0.4046;33.41;13311.85
50;295.07;72.2247191;7.56;31.5;0.4761;29.43;4570.01
77.03;251.73;38.046875;9.76;23.1;0.4798;29.55;5794.7
55.01;555.48;55.74632095;6.89;7.5;0.5137;46.16;14909.85
77.76;626.94;69.92196737;6.75;5.3;0.497;46.18;41991.2
59.45;298.08;0.561347233;10.85;22.1;0.5709;34.59;9386.22
65.06;399.14;70.82502989;5.49;14.3;0.4889;31.79;12525.59
76.41;338.4;1.254075746;4.93;20.6;0.4608;39.28;5252.81
69.86;579.12;65.62658292;9.95;5.1;0.4415;54.24;19173.46
74.74;773.28;67.91098349;2.18;11.4;0.5982;33.99;12029.9
70.55;711.79;48.52809991;2.4;5.3;0.4673;36.29;19815.9
41.42;375.41;65.60863874;8.26;22.4;0.5871;31.63;6168.96
62.7;370.35;46.21686747;7.87;23.8;0.485;31.21;6911.19
60.53;543.09;63.98061194;4.16;12.6;0.589;34.9;6562.11
51.83;406.5;52.24625624;8.13;19.2;0.4773;33.92;4952.6
35.23;330.57;17.64076501;4.54;23.3;0.5014;36.89;4672.5
90.17;400.23;85.90425532;14.8;7.8;0.4902;42.32;8265.61
66.73;323.48;1.22928915;8.46;15.8;0.4864;42.42;4822.91
76.19;440.47;60.76219512;5.02;13.6;0.5215;34.03;9421.99
65.13;488.42;84.76628724;3.07;13.4;0.4561;38.65;8515.94
41.89;232.48;0.424808836;7.38;22.8;0.4892;30.89;6836.65
83.27;474.16;30.02028398;4.3;6.9;0.4385;31.98;6952.7
57.35;629.42;70.54161162;3.31;6.5;0.3857;46.6;7391.18
86.49;358.66;0.145985401;8.67;15.5;0.48;39.19;12525.39
67.21;555.08;76.18102422;3.41;11.1;0.4054;47.1;14458.38
54.01;298.87;2.569349704;5.03;22.5;0.5439;32.63;5474.78
84.74;596.62;72.24873248;4.85;10.6;0.4905;35.98;16451.74
85.65;354.46;8.141210375;7.28;23.2;0.5191;37.79;4968.43
85.16;522.41;65.76904415;1.83;10.4;0.4575;36.31;14005.3
77.56;681.5;86.08306026;4.87;6.7;0.4979;44.95;17152
35.8;204.8;33.19705642;7.89;30.7;0.5906;24;3969.66
85.83;581.51;78.60970107;2.52;12.2;0.4233;42.02;12824.93
64.46;640.75;91.0033837;9.75;6.2;0.5391;64.38;12438.45
77.34;754.68;76.50130548;1.28;6.9;0.4478;40.62;10870.51
82.6;295.59;26.88853671;3.2;23.4;0.4578;26.75;4331.87
65.25;568.7;1.147364647;3;9.4;0.4569;40.4;10157.47
77.44;370.88;40.34653465;6.36;11.3;0.4732;37.89;22358.8
64.6;377.53;41.25350795;6.4;23.8;0.485;26.27;5930.01
69.87;377.06;41.98355601;3.01;11.6;0.4901;32.9;9512.95
79.81;742.06;87.77811643;5.41;7.5;0.5167;48.18;10722.99
55.01;409.48;45.98282555;3.59;18.8;0.496;32.44;7760.7
88.7;714.21;76.43292683;3.6;5.6;0.4675;51.09;13124.01
66.25;423.14;60.50605061;3.66;22.5;0.6059;22.99;5899.02
65.51;497.24;74.10138964;11.16;14.8;0.5149;48.28;10593.8
57.34;395.02;79.3442623;12.56;14.2;0.4389;43.5;5193.04
50.97;426.96;54.79846449;4.43;12.7;0.4083;37.32;7929.45
88.27;538.71;50.03186743;2.08;8.5;0.4043;41.29;11338.41
76;485.36;66.44871271;3.57;8.8;0.4796;43.15;13722.76
76.73;472.75;76.95447009;5.73;9.9;0.4488;38.12;10503.53
83.17;206.38;5.757341577;5.83;37.2;0.5275;23.66;4797.6
62.78;260.62;31.34582624;3.77;24.7;0.5147;30.73;7384.11
69.96;525.41;83.15708518;12.67;6.9;0.474;49.99;15331.55
71.58;1709.89;79.23397926;4.97;2.9;0.6914;63.77;51397.2
55.8;354.06;46.61525278;8.21;23.6;0.5078;33.81;7682.11
82.3;758.94;84.49279029;5.46;9.4;0.5315;41.61;39215.33
66.04;301.24;23.92486406;8.01;18.1;0.4077;37.32;9749.7
88.83;561.75;32.18788125;1.27;7.2;0.4655;34.1;14465.02
65.81;647.58;92.54978988;2.04;4.5;0.3606;46.78;11418.16
48.43;262.68;25.86858006;5.45;28.2;0.5383;27.47;4126.33
44.98;266.68;40.08635005;11.17;30.9;0.5621;25.93;4559.1
66.98;297.25;0.77574048;3.96;21.1;0.4386;28.64;4878.4
66.3;417.95;51.34328358;2.38;18.1;0.4222;27.33;8092.15
43.86;344.49;1.622718053;3.75;17.1;0.4617;32.03;10522.73
88.11;453.07;92.85714286;5.36;14.2;0.4065;39.5;9353.8
75.37;581.23;86.68993021;4.87;6;0.458;43.82;10165.09
65.85;368.67;45.86466165;9.38;18.1;0.4416;31.76;7840.15
64.54;444.35;31.71521036;3.23;9.7;0.4376;34.27;13210.25
65.96;392.73;69.78193146;6.05;16.2;0.3952;32.86;7493.78
72.18;236.95;30.22727273;7.07;15.9;0.5562;23.04;4839.92
78.66;858.96;85.75144509;8.03;4.6;0.5211;59.77;62186.97
58.38;624.46;71.75287356;3.5;7.4;0.4623;45.31;13658.16
73.6;698.96;73.42021146;7.88;4.1;0.5109;57.83;77953.32
44.47;293.26;55.56865056;9.02;29;0.5188;29.58;5213.3
46.01;282.09;0.284900285;1.22;26.7;0.4454;30.99;4496.05
44.13;249.46;57.56664662;10.14;21.3;0.551;30.93;4318.52
57;586.98;0.541190619;3.38;11.6;0.4626;32.13;10309.71
85.48;683.78;80.11385199;4.03;4.6;0.4676;42.83;24578.5
65.35;201.13;0.183486239;6.48;30.4;0.4678;32.13;5051.46
70.49;471.61;52.86259542;5.39;12.6;0.4476;39.1;8208.47
71.7;475.64;74.76863127;5.11;11.9;0.5087;45.39;7193.74
74.37;253.25;37.42746615;7.51;29.5;0.4627;25.33;4450.23
58.05;449.8;26.99478001;5.77;8.2;0.5014;42.69;13495.5
80.52;632.71;72.70589223;7.51;7.2;0.5151;56.06;17779.52
72.75;679.83;92.43720565;4.92;3.8;0.4348;49.85;19613.39
69.47;572.2;80.35031847;3.7;6.4;0.4196;46.98;14440.02
76.1;584.86;81.60540371;6.01;8.9;0.4727;51.82;16884.21
52.99;523.83;72.79268475;8.7;6;0.4568;47.82;14517.71
82.43;401.6;37.34290844;4.29;17;0.4183;33.98;6542.76
87.59;555.02;75.4429852;5.61;5.2;0.4928;47.63;12924.52
69.09;532.65;71.36011795;3.4;7.3;0.4979;38.39;12952.51
74.07;493.15;59.62643678;2.8;13.3;0.4592;30.86;6908.19
73.9;786.69;94.29198353;4.92;5.3;0.4978;52.01;13604.07
66.21;240.9;1.051939513;17.84;23;0.4725;34.3;5147.8
71.86;832.5;90.38819842;5.74;5;0.5078;57.46;14415.48
73.37;711.35;82.89665498;4.99;6.7;0.4991;48.72;18188.22
84.07;581.05;75.50111359;5.66;9.4;0.4936;41.65;8442.45
71.17;395.9;54.67464473;2.61;9.5;0.4828;32.34;5888.95
54.04;318.12;40.42073629;5.51;17.1;0.5212;33.29;5762.94
56.35;331.9;60.70274637;10.11;23.6;0.5296;33.1;5834.07
75.23;403.8;34.0974212;4.98;19.4;0.5304;33.02;6811.12
62.14;313.18;71.71022467;10.71;18.7;0.5473;35.59;11528.88
72.95;254.78;28.36240855;0.48;14.5;0.5082;26.1;7149.87
68.98;414.5;65.06469501;4.94;19.2;0.5486;26.52;5458.85
75.39;567.93;59.33484505;2.96;9.8;0.417;42.31;14523.92
86.29;397.85;64.15929204;7.31;14.3;0.5455;33.6;7613.02
78.43;533.72;49.22127535;4.7;8.2;0.5591;38.75;8390.46
58.9;260.86;0.588019111;8.58;21.2;0.4679;34.1;4748.53
83.25;696.88;81.58590308;4.7;10.2;0.4861;46.87;21117.96
62.63;712.96;61.83323815;8.59;5.6;0.4761;57.54;17879.1
66.67;302.24;31.05802048;2.26;11.3;0.4185;37.72;7339.1
72.38;589.51;72.60536398;2.35;7.3;0.443;46.88;7927.01
53.74;518.66;27.12246431;4.53;6.6;0.4329;40.37;10871.99
72.73;665.11;81.020558;1.3;6.6;0.3521;46.74;8360.81
83.68;850.61;67.17902351;2.65;7.9;0.5539;40.8;30805.69
84.23;644.52;86.22593878;5.48;7.6;0.5421;46.85;14538.77
56.06;296.23;64.44554948;10.65;18.6;0.4407;37.53;6442.34
52.24;358.07;69.70740103;10.16;18.9;0.5331;36.24;7454.24
66.9;446.12;54.05117271;3.7;12.3;0.4228;29.33;11889
73;375.34;67.2735761;6.65;17.3;0.4673;27.2;6085.67
70.65;365.39;82.86956522;9.66;15.1;0.3874;32.38;7461.63
68.83;420.75;48.76084263;3.15;12.9;0.4664;33.87;38321.97
71.43;438.53;0.128534704;3.56;14.6;0.4856;25.21;6639.55
81.6;608.18;76.46193453;2.38;8.2;0.4547;36.22;13078.68
61.13;333.61;88.93159108;9.21;17;0.4411;32.04;6176.08
59.18;259.04;0.322927879;5.91;17.7;0.5477;32.15;5028.55
77.09;441.67;44.96929617;2.43;11.8;0.4425;32.65;10276.3
72.88;731.22;86.9189907;3.74;7.9;0.5324;44.69;38290.96
62.24;302.68;30.48034934;4.68;12;0.5215;26.32;5181.23
79.08;500.93;47.54505904;3.96;8.5;0.4668;40.92;7577.7
79.72;520.42;56.76910299;5.67;7;0.4333;49.04;6423.99
86.68;532.51;85.81661891;5.65;7.3;0.4774;50.04;28242.2
73.01;591;16.19009796;11.03;6.7;0.5515;59.23;19760.84
80.77;525.08;78.99135447;2.97;9.6;0.3714;38.69;6633.02
59.16;653.78;85.99553747;5.59;5;0.4795;48.78;10158.11
72.96;739.71;87.59158369;3.77;6;0.4741;45.12;18847.69
57.49;649.92;92.38269348;5.45;8.7;0.4409;45.03;34214.11
92.99;636.51;55.73578269;2.69;6.2;0.4505;32.59;10625.59
66.34;942.52;97.12174637;5.9;3.4;0.5056;60.3;24643.92
66.59;361.73;54.16805048;2.94;17.8;0.4667;30.57;6505.52
38.8;592.42;69.89891866;6.15;10.6;0.5352;43.62;14895.99
68.53;674.23;84.52084277;8.69;6.2;0.5173;49.97;13760.84
59.71;264.83;0.362647325;11.48;15.2;0.4594;35.67;6854.98
43.35;254.14;6.105125694;9.29;30.4;0.5371;30;4780.28
72.74;313.65;16.93343034;7.8;21.3;0.5106;38.98;4680.93
61.55;364.72;45.81297976;5.49;12.5;0.4663;33.28;5384.68
52.38;298.75;34.80553724;7.46;26.2;0.4834;32.48;5280.9
77.28;869.53;89.49675566;5.58;3.9;0.4917;60.86;23284.57
78.42;770.31;48.15935451;3.27;8.4;0.6336;37.13;14103.44
55.94;481.54;78.06576402;4.49;5.5;0.4834;38.51;8546.76
77.13;774.06;74.83572645;3.6;8.9;0.5155;39.23;19849.08
77.29;616.83;84.84848485;5.6;8.3;0.45;45.35;13864.03
63.09;601.42;53.48017621;3.58;12.3;0.5571;40.11;19435.88
76.68;340.95;37.28919425;2.33;11.9;0.4652;32.51;5033.59
66.13;339.75;37.72302464;5.62;21.1;0.4133;30;9682.4
60.22;267.24;68.15789474;8.57;13.3;0.4664;29.17;5137.43
75.71;542.36;61.26225878;5.18;10.2;0.4574;42.13;13787.85
67.74;482.14;46.28613246;2.73;10.1;0.5113;37.58;13275.94
52.4;475.01;30.32210292;10.71;6.6;0.4285;49.13;7750.12
59.77;512.29;2.333931777;3.7;12.3;0.4738;38.48;15522.12
72.94;508.58;44.85049834;0.95;6;0.4657;37.19;11316.75
59.68;643.36;84.47134049;7.24;5.4;0.5235;54.34;4804.95
54.12;475.98;54.80233312;4.3;13.7;0.5153;35.83;7005.57
58.56;504.93;79.84606613;6.97;11.1;0.4779;44.24;6193.93
67.76;444.4;58.06451613;7.04;13.4;0.5262;29.56;8320.57
55.48;577.82;7.461406518;1.48;5.9;0.4852;37.4;6915.46
66.09;472.95;67.65012149;7.06;14;0.5531;37.51;10273.99
69.31;421.28;27.12691771;6;11.4;0.429;38.5;20217.66
54.35;283.13;0.342319213;4.52;14.4;0.4904;37.55;6851
58.05;253.68;19.35902988;10.43;21.7;0.4462;38.07;4506.88
61.19;464.63;71.42890703;7.72;6.2;0.408;46.26;6500.54
74.35;615.58;91.26853377;9.69;4.7;0.4373;54.65;10630.55
65.46;580.14;77.49904979;6.05;7.9;0.4747;39.72;11118.63
63.51;447.69;74.48050432;11.27;11.2;0.4741;35.59;8336
76.64;432.38;73.93548387;10.83;12.5;0.4538;36.19;7001.12
80.21;273.9;55.08090615;15.12;24.6;0.5025;31.21;5866.05
52.86;284.05;28.30601093;8.78;12.8;0.4858;26.81;5291.37
68.11;535.74;1.53937241;2.72;10.6;0.4371;27.99;8092.07
59.72;513.46;82.38231098;7.57;9.1;0.478;48.57;7107.76
68.1;718.12;58.52081717;2.5;7.4;0.5104;36.65;32757.65
68.39;301.98;6.12407211;4.35;23.7;0.532;33.71;6538.34
59.55;509.74;72.12663455;9.42;8.1;0.4661;42.24;25709.46
74.95;598.37;81.89120117;4.35;7.9;0.4736;46.79;9215.88
60.7;487.83;68.4;6.65;10.1;0.5295;43;7165.54
43.24;262.59;31.08931884;4.8;25.3;0.5642;27.56;4872.53
37.83;444.85;7.75147929;5.21;8.4;0.4405;32.9;8426.16
75.32;490.34;73.68421053;2.89;9;0.3875;40.27;8511.95
71.69;633.74;88.26405868;1.93;6.8;0.4623;36.76;18765.96
77.9;708.5;75.02198769;2.93;8.7;0.5473;44.52;27958.82
78.54;462.23;52.95774648;2.89;13.4;0.4884;33.75;6242.06
62;248.25;17.31543624;8.83;20.7;0.5019;25.89;4938.22
59.48;304.55;65.70868713;10.87;26.9;0.4906;27.51;5811.73
65.43;589.24;85.75344719;7.43;5;0.4693;55.62;11704.13
76.6;417.6;47.46454663;6.22;16.6;0.5231;34.91;5828.09
78.28;709.72;80.08936785;4.95;6;0.4481;45.99;24712.22
65.4;603.36;59.78970576;5.03;16.7;0.6637;37.63;7134.99
58.68;293.41;56.76767677;17.01;26.1;0.5327;28.97;8298.37
74.42;526.96;83.50438048;11.12;4.7;0.4839;52.93;10443.15
60.87;350.12;36.66807969;5.51;13.4;0.4405;29.41;5873.83
68.16;338.3;56.25;3.77;14.8;0.5218;27.28;8812.64
59.83;361.8;40.86642599;4.56;14.1;0.4207;32.52;6992.39
48.95;481.61;98.37301587;7.67;5.8;0.3938;46.96;5198.4
65.62;241.34;27.5;8.91;26.3;0.4961;26.06;5288.02
66.81;371.51;36.05095541;7.66;14.9;0.4597;28.77;7386.25
67.77;286.87;51.24716553;10.68;19.8;0.4866;29.77;4903.9
55.08;308.76;0.347222222;7.93;20;0.5377;36.89;6510.98
38.89;210.55;44.40993789;5.43;30.1;0.4983;34.18;4554.48
74.54;703.33;84.44121916;3.05;5.2;0.4463;43.41;27913.62
55.6;539.72;82.44874169;7.16;4.6;0.4495;52.13;10343.8
76.56;397.27;48.17044928;5.49;11.4;0.6193;27.09;9636.3
72.73;376.44;54.63737796;7.91;12.3;0.4567;33.27;8322.46
60.53;318.95;59.3358396;8.13;27.6;0.4477;31.07;5065.55
33.53;391.2;52.66781411;8.32;23.1;0.5459;33.79;5654.47
74.18;553.14;72.96683326;4.19;7.9;0.4021;41.76;15168.28
71.43;432.46;79.5379538;6.27;12.5;0.4122;43.67;6118.48
43.99;371.12;33.69047619;1.58;18.4;0.4258;28.86;9137.36
77.51;440.53;65.23972603;7.37;11.1;0.4672;40.62;6025.35
79.55;447.99;69.95447648;6.98;19;0.5441;35.21;7126.43
40.74;469.23;92.54823686;4.47;14.6;0.4176;35.32;8689.97
52.44;356.3;47.74066798;4.06;16.2;0.4831;29.54;7102.29
66.14;486.66;73.83094665;10.37;9.7;0.4314;45.67;8659.77
59.64;414.19;0.777000777;1.78;16.4;0.5293;36.65;6336.7
51.96;347.4;47.77292576;3.81;10.9;0.4053;32.86;5714.91
70.7;590.95;55.50915516;2.97;7.9;0.4322;38.35;13286.57
82.97;531.98;80.23715415;5.61;11.5;0.4763;37.65;9812.8
58.59;388.97;64.40511308;6.16;15.6;0.4488;29.66;9046.76
50;389.59;61.2579763;3.9;17;0.5147;29.87;8248.17
54.68;347.57;27.25237829;2.01;18.6;0.45;26.93;9630.19
87.65;713.39;84.29142603;4.52;8.4;0.4942;51.31;21529.37
68.39;597.27;53.61502347;1.66;11.8;0.4704;39.75;10847.76
83.8;692.67;79.15779125;4.5;11.6;0.4711;41.25;21751.16
82.37;425.79;82.89003573;5.11;12.1;0.4365;40.37;7947.8
51.23;470.44;14.6179402;1.29;14;0.4255;32.3;8804.73
69.26;381.43;75.28271405;7.09;16.6;0.4238;32.48;7378.18
62.35;224.15;23.25581395;2.02;23.2;0.4796;25.76;5541.85
52.03;284.26;41.60604365;7.62;28.3;0.5323;25;5051.38
80.9;779.64;85.0921273;2.07;5.7;0.4941;47.88;10102
77.82;168.23;23.74860957;13.61;32.3;0.5951;29.5;4072.62
70.87;369.52;28.57142857;5.67;19.5;0.5286;38.86;7133.86
50.9;429.61;6.66023166;6.33;17.3;0.5459;34.05;17554.64
64.5;564.05;69.48644599;10.78;7.1;0.5098;55.24;11093
68.66;454.45;90.56316591;4.13;11.8;0.4277;40.09;9052.42
81.68;450.74;2.357207616;10.09;3.2;0.5402;39.29;21731.82
54.36;327.75;47.40550929;4.16;12;0.4828;33.01;6807.6
66.38;525.54;53.73412995;5.25;8.6;0.4948;38.85;7296.55
59.9;308.6;50.33238367;6.61;23.3;0.4679;30.08;7053.23
46.98;319.15;13.14425355;8.31;17.1;0.5575;40.49;4886.6
74.92;482.6;66.75101215;3.13;11.4;0.3891;34.29;8951.5
66.78;623.61;66.97697207;6;10.3;0.5311;38.9;22054.72
71.53;446.98;63.01115242;5.69;14.9;0.4742;34.3;6898.65
54.78;468.28;70.31977647;2.82;9.6;0.4168;35.12;7360.16
63.79;387.47;49.23325262;7.17;19.8;0.5563;30.46;5997.83
38.01;395.75;59.03930131;3.31;20.7;0.4981;28.13;7158.54
57.23;498.33;56.56063618;4.07;11.3;0.4736;37.58;16420.78
77.68;550.76;71.96878752;3.94;5.8;0.4079;36.62;9798.25
71.66;424.8;61.48255814;10.23;11.7;0.4787;39.09;144826.87
71.51;644.49;84.09537167;5.2;8.3;0.528;43.45;14849.25
64.39;782.11;78.49075462;3.3;7.3;0.5173;46.14;13550.16
81.02;667.99;81.40350877;7.08;9.6;0.4537;41.55;52115.96
57.33;278.59;0.069348128;5.69;14.7;0.4877;34.64;7013.81
88;525.15;64.34108527;3.54;12.2;0.4016;33.23;10199.63
71.78;255.32;1.213040182;6.61;30.7;0.4828;24.53;4696.3
47.16;177.36;0.236127509;12.63;29;0.5225;27.01;3593.19
41;756.25;83.51700655;6.3;3.5;0.5258;56.61;11696.69
61.35;475.38;43.76231123;1.49;14;0.5878;32.91;9838.6
75.15;367.7;85.44600939;9.65;22;0.443;31.79;6390.18
42.56;397;75.0792393;5.61;17.5;0.4496;32.77;6806.52
49.59;343.07;0.262697023;5.79;22.8;0.6465;31.18;5729.55
76.78;293.74;17.4078991;8.89;27.3;0.4571;32.11;5368.36
71.66;372.23;57.89820097;6.77;16.4;0.5297;35.33;5895.4
79.68;604.62;87.56959574;3.79;5.3;0.4224;45.57;8357.73
66.1;482.85;45.75672893;7.02;8.5;0.4538;42.04;14270.27
79.6;709.04;70.20029311;3.64;6.4;0.505;48.1;51310.17
61.86;515.39;66.42465026;7.75;5;0.4483;53.88;16063.72
41.41;329.57;63.62854686;4.21;23.1;0.4783;28.77;5247.49
60.87;542.57;21.76245211;3.92;6.5;0.4909;41.41;15072.37
68.4;531.71;70.97791798;6.81;9.1;0.4773;42.45;6867.01
58.46;388.83;65.45138889;11.5;19.2;0.5745;41.1;7131.52
51.71;473.65;69.67071057;6.63;12.7;0.5289;38.63;6753.59
46.9;297.53;37.37916219;5.98;19.4;0.4947;26.13;5912.56
65.03;345.9;59.7715736;11.4;17.6;0.4919;36.04;7383.71
76.35;805.32;95.96839101;6.51;4.3;0.517;58.47;10584.65
74.14;368.43;48.34791059;2.61;17.5;0.447;31.14;7006.81
80.26;538.31;60.41189931;2.39;11.5;0.4594;35.68;13903.11
54.73;404.1;77.57193536;7.34;14;0.4315;37.84;9562.23
52.35;356.07;36.84210526;8.22;18.6;0.485;29.8;6597.41
54.36;300.16;3.360655738;6.81;12.9;0.5301;44.17;5714.21
45.34;615.1;55.10293473;2.23;9;0.4532;30.54;15691.59
78.39;569.05;59.32642487;3.4;13.6;0.4342;40.47;12081.81
71.5;404.47;48.60515021;6.13;11.5;0.4217;35.22;10182.13
48.92;320.99;58.70327103;6.32;18.4;0.4555;28.65;6522.05
31.1;265.76;26.64383562;3.97;23;0.5435;25.45;4674.14
68.25;528.2;47.18004338;2.26;9.6;0.4102;25.9;33886.51
80.72;764.63;92.07658179;4.05;6.8;0.4736;48.31;17044.66
64.13;486.41;11.26213592;5.64;13.4;0.5052;28.57;7077.02
95.33;437.95;76.24633431;5.38;10.1;0.4263;39.09;8265.64
62.12;478.9;60.16260163;2.64;7.2;0.4477;34.66;7731.68
78.52;586.99;78.41059603;3.38;10.4;0.4319;37.75;14797.2
